,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
10,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,audio_features,4eGHlplaq1ME8oetnTuFFf,spotify:track:4eGHlplaq1ME8oetnTuFFf,https://api.spotify.com/v1/tracks/4eGHlplaq1ME8oetnTuFFf,https://api.spotify.com/v1/audio-analysis/4eGHlplaq1ME8oetnTuFFf,159000,4
11,0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4
12,0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427,audio_features,3Ud6fFep5ZlXzRWw6Sm8no,spotify:track:3Ud6fFep5ZlXzRWw6Sm8no,https://api.spotify.com/v1/tracks/3Ud6fFep5ZlXzRWw6Sm8no,https://api.spotify.com/v1/audio-analysis/3Ud6fFep5ZlXzRWw6Sm8no,249960,4
13,0.642,0.722,2,-13.031,1,0.0375,0.0444,0.00388,0.122,0.836,172.406,audio_features,7ojJ4XvqBhBcteM0zjMebT,spotify:track:7ojJ4XvqBhBcteM0zjMebT,https://api.spotify.com/v1/tracks/7ojJ4XvqBhBcteM0zjMebT,https://api.spotify.com/v1/audio-analysis/7ojJ4XvqBhBcteM0zjMebT,207440,4
14,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,audio_features,7HW5WIw7ZgZORCzUxv5gW5,spotify:track:7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/audio-analysis/7HW5WIw7ZgZORCzUxv5gW5,275440,4
15,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4
16,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,audio_features,5b88tNINg4Q4nrRbrCXUmg,spotify:track:5b88tNINg4Q4nrRbrCXUmg,https://api.spotify.com/v1/tracks/5b88tNINg4Q4nrRbrCXUmg,https://api.spotify.com/v1/audio-analysis/5b88tNINg4Q4nrRbrCXUmg,232720,4
17,0.497,0.569,9,-10.632,1,0.0386,0.266,0.0,0.336,0.811,120.531,audio_features,40XXjm2pU6LGZkLq5VmkaQ,spotify:track:40XXjm2pU6LGZkLq5VmkaQ,https://api.spotify.com/v1/tracks/40XXjm2pU6LGZkLq5VmkaQ,https://api.spotify.com/v1/audio-analysis/40XXjm2pU6LGZkLq5VmkaQ,182667,4
18,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,audio_features,0HOrDVS349XFcpCYsO2hAP,spotify:track:0HOrDVS349XFcpCYsO2hAP,https://api.spotify.com/v1/tracks/0HOrDVS349XFcpCYsO2hAP,https://api.spotify.com/v1/audio-analysis/0HOrDVS349XFcpCYsO2hAP,234867,4
19,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,audio_features,1jDJFeK9x3OZboIAHsY9k2,spotify:track:1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2,183440,4
20,0.52,0.875,9,-8.075,1,0.151,0.0215,0.03,0.0709,0.887,169.214,audio_features,3xxBAMUVusDLjLFwwL9qoY,spotify:track:3xxBAMUVusDLjLFwwL9qoY,https://api.spotify.com/v1/tracks/3xxBAMUVusDLjLFwwL9qoY,https://api.spotify.com/v1/audio-analysis/3xxBAMUVusDLjLFwwL9qoY,233067,4
21,0.599,0.812,7,-4.971,1,0.0494,0.634,3.47e-05,0.849,0.766,111.691,audio_features,4xVvKpua7eX68Ic1TDqaUw,spotify:track:4xVvKpua7eX68Ic1TDqaUw,https://api.spotify.com/v1/tracks/4xVvKpua7eX68Ic1TDqaUw,https://api.spotify.com/v1/audio-analysis/4xVvKpua7eX68Ic1TDqaUw,197267,4
22,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,audio_features,3X7uFMzJrEE0sxn62qd8Ch,spotify:track:3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/tracks/3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/audio-analysis/3X7uFMzJrEE0sxn62qd8Ch,270333,4
23,0.676,0.704,10,-8.534,1,0.0329,0.000362,0.0709,0.139,0.812,129.594,audio_features,3GXo1eWlT2flv4x01l5OTu,spotify:track:3GXo1eWlT2flv4x01l5OTu,https://api.spotify.com/v1/tracks/3GXo1eWlT2flv4x01l5OTu,https://api.spotify.com/v1/audio-analysis/3GXo1eWlT2flv4x01l5OTu,213840,4
24,0.405,0.901,11,-7.905,0,0.0315,0.426,0.0185,0.188,0.666,174.041,audio_features,6lbme14HiDWYmGiw1I2Dv6,spotify:track:6lbme14HiDWYmGiw1I2Dv6,https://api.spotify.com/v1/tracks/6lbme14HiDWYmGiw1I2Dv6,https://api.spotify.com/v1/audio-analysis/6lbme14HiDWYmGiw1I2Dv6,272984,4
25,0.724,0.802,10,-6.117,0,0.0337,0.25,0.0016,0.342,0.729,143.116,audio_features,0Z9UkcT1pnrmLciUJPcMMS,spotify:track:0Z9UkcT1pnrmLciUJPcMMS,https://api.spotify.com/v1/tracks/0Z9UkcT1pnrmLciUJPcMMS,https://api.spotify.com/v1/audio-analysis/0Z9UkcT1pnrmLciUJPcMMS,290720,4
26,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,audio_features,5haXbSJqjjM0TCJ5XkfEaC,spotify:track:5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/tracks/5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/audio-analysis/5haXbSJqjjM0TCJ5XkfEaC,165800,4
27,0.481,0.744,0,-9.518,1,0.0776,0.00931,0.0,0.0521,0.6,129.067,audio_features,5ZIwhaTKGjxXMfvKO9EVXU,spotify:track:5ZIwhaTKGjxXMfvKO9EVXU,https://api.spotify.com/v1/tracks/5ZIwhaTKGjxXMfvKO9EVXU,https://api.spotify.com/v1/audio-analysis/5ZIwhaTKGjxXMfvKO9EVXU,218227,4
28,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,6OnfBiiSc9RGKiBKKtZXgQ,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/tracks/6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/audio-analysis/6OnfBiiSc9RGKiBKKtZXgQ,296080,4
29,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
30,0.503,0.895,0,-7.128,1,0.0599,0.014,0.0,0.144,0.666,92.037,audio_features,61xjf51dbxiAPW6456T5sj,spotify:track:61xjf51dbxiAPW6456T5sj,https://api.spotify.com/v1/tracks/61xjf51dbxiAPW6456T5sj,https://api.spotify.com/v1/audio-analysis/61xjf51dbxiAPW6456T5sj,275493,4
31,0.732,0.511,9,-6.843,1,0.0249,0.0552,0.00419,0.105,0.64,98.447,audio_features,2TxaaSIEKN6B1psUBpQHjC,spotify:track:2TxaaSIEKN6B1psUBpQHjC,https://api.spotify.com/v1/tracks/2TxaaSIEKN6B1psUBpQHjC,https://api.spotify.com/v1/audio-analysis/2TxaaSIEKN6B1psUBpQHjC,225587,4
32,0.459,0.681,2,-8.773,1,0.0794,0.254,0.0,0.498,0.68,125.02,audio_features,7wawEkN4nhPqSBWleGvdxa,spotify:track:7wawEkN4nhPqSBWleGvdxa,https://api.spotify.com/v1/tracks/7wawEkN4nhPqSBWleGvdxa,https://api.spotify.com/v1/audio-analysis/7wawEkN4nhPqSBWleGvdxa,304440,4
33,0.656,0.88,5,-4.137,0,0.0287,0.184,0.00609,0.272,0.88,114.613,audio_features,4ziqqoW1o3P5EhNqK6CPb1,spotify:track:4ziqqoW1o3P5EhNqK6CPb1,https://api.spotify.com/v1/tracks/4ziqqoW1o3P5EhNqK6CPb1,https://api.spotify.com/v1/audio-analysis/4ziqqoW1o3P5EhNqK6CPb1,291587,4
34,0.429,0.564,11,-6.784,1,0.0268,0.0193,0.000828,0.128,0.276,104.212,audio_features,0KMGxYKeUzK9wc5DZCt3HT,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/tracks/0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/audio-analysis/0KMGxYKeUzK9wc5DZCt3HT,235373,4
35,0.593,0.918,11,-4.883,1,0.0361,0.036,4.26e-06,0.194,0.755,92.835,audio_features,2BSm925aJog65vjU9FU1R3,spotify:track:2BSm925aJog65vjU9FU1R3,https://api.spotify.com/v1/tracks/2BSm925aJog65vjU9FU1R3,https://api.spotify.com/v1/audio-analysis/2BSm925aJog65vjU9FU1R3,290160,4
36,0.534,0.777,0,-5.834,1,0.188,0.327,0.00229,0.161,0.778,213.774,audio_features,4GCYEutoaRPy9XkW1Tr5VC,spotify:track:4GCYEutoaRPy9XkW1Tr5VC,https://api.spotify.com/v1/tracks/4GCYEutoaRPy9XkW1Tr5VC,https://api.spotify.com/v1/audio-analysis/4GCYEutoaRPy9XkW1Tr5VC,169267,4
37,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,audio_features,1L5tZi0izXsi5Kk5OJf4W0,spotify:track:1L5tZi0izXsi5Kk5OJf4W0,https://api.spotify.com/v1/tracks/1L5tZi0izXsi5Kk5OJf4W0,https://api.spotify.com/v1/audio-analysis/1L5tZi0izXsi5Kk5OJf4W0,213760,4
38,0.689,0.912,9,-3.673,1,0.0302,0.174,0.000243,0.298,0.982,125.94,audio_features,06rPFgQsKS607RhYIqCmGq,spotify:track:06rPFgQsKS607RhYIqCmGq,https://api.spotify.com/v1/tracks/06rPFgQsKS607RhYIqCmGq,https://api.spotify.com/v1/audio-analysis/06rPFgQsKS607RhYIqCmGq,216347,4
39,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4
40,0.829,0.839,1,-5.251,1,0.0443,0.0993,0.0201,0.0491,0.96,121.589,audio_features,0CUEc6T65lrU6rVW3HVYsl,spotify:track:0CUEc6T65lrU6rVW3HVYsl,https://api.spotify.com/v1/tracks/0CUEc6T65lrU6rVW3HVYsl,https://api.spotify.com/v1/audio-analysis/0CUEc6T65lrU6rVW3HVYsl,221093,4
41,0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,audio_features,4vhVDkSx9RSb2k6mWFMYNI,spotify:track:4vhVDkSx9RSb2k6mWFMYNI,https://api.spotify.com/v1/tracks/4vhVDkSx9RSb2k6mWFMYNI,https://api.spotify.com/v1/audio-analysis/4vhVDkSx9RSb2k6mWFMYNI,170787,4
42,0.702,0.747,1,-4.668,1,0.0283,0.14,0.0,0.102,0.962,96.996,audio_features,3uVStmfnvh0lT4ispLGvt5,spotify:track:3uVStmfnvh0lT4ispLGvt5,https://api.spotify.com/v1/tracks/3uVStmfnvh0lT4ispLGvt5,https://api.spotify.com/v1/audio-analysis/3uVStmfnvh0lT4ispLGvt5,159867,4
43,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,4h8VwCb1MTGoLKueQ1WgbD,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/tracks/4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/audio-analysis/4h8VwCb1MTGoLKueQ1WgbD,247427,4
44,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,audio_features,31DvHUCSioX0JD7B4kZMJ9,spotify:track:31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/tracks/31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/audio-analysis/31DvHUCSioX0JD7B4kZMJ9,510933,4
45,0.651,0.74,2,-6.244,1,0.0272,0.0862,0.0,0.142,0.615,102.233,audio_features,3Skwc4sh1QHUGcWrFBFWSF,spotify:track:3Skwc4sh1QHUGcWrFBFWSF,https://api.spotify.com/v1/tracks/3Skwc4sh1QHUGcWrFBFWSF,https://api.spotify.com/v1/audio-analysis/3Skwc4sh1QHUGcWrFBFWSF,241733,4
46,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,audio_features,7FwBtcecmlpc1sLySPXeGE,spotify:track:7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE,241307,4
47,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,audio_features,5O4erNlJ74PIF6kGol1ZrC,spotify:track:5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/audio-analysis/5O4erNlJ74PIF6kGol1ZrC,237000,4
48,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,audio_features,4ePP9So5xRzspjLFVVbj90,spotify:track:4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/tracks/4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/audio-analysis/4ePP9So5xRzspjLFVVbj90,256733,4
49,0.646,0.633,7,-10.09,1,0.0274,0.0155,0.0282,0.107,0.874,134.357,audio_features,7Dy1LOaEeuYOEe5k17T3Rh,spotify:track:7Dy1LOaEeuYOEe5k17T3Rh,https://api.spotify.com/v1/tracks/7Dy1LOaEeuYOEe5k17T3Rh,https://api.spotify.com/v1/audio-analysis/7Dy1LOaEeuYOEe5k17T3Rh,257000,4
50,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,audio_features,2KH16WveTQWT6KOG9Rg6e2,spotify:track:2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/audio-analysis/2KH16WveTQWT6KOG9Rg6e2,245640,4
51,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,1mKXFLRA179hdOWQBwUk9e,spotify:track:1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e,242733,4
52,0.435,0.652,0,-8.495,1,0.0404,0.519,0.0,0.129,0.806,108.098,audio_features,0lj15qHIbi7gsO6CLfWbvF,spotify:track:0lj15qHIbi7gsO6CLfWbvF,https://api.spotify.com/v1/tracks/0lj15qHIbi7gsO6CLfWbvF,https://api.spotify.com/v1/audio-analysis/0lj15qHIbi7gsO6CLfWbvF,273933,4
53,0.528,0.886,11,-6.249,0,0.0329,0.0159,0.0,0.0758,0.8,96.001,audio_features,7FFl1IHSsPWsfUCladsCl9,spotify:track:7FFl1IHSsPWsfUCladsCl9,https://api.spotify.com/v1/tracks/7FFl1IHSsPWsfUCladsCl9,https://api.spotify.com/v1/audio-analysis/7FFl1IHSsPWsfUCladsCl9,216333,4
54,0.624,0.628,7,-9.846,1,0.0303,0.434,0.0,0.179,0.783,108.102,audio_features,2LGL71GENQR0oC9jMwTTZY,spotify:track:2LGL71GENQR0oC9jMwTTZY,https://api.spotify.com/v1/tracks/2LGL71GENQR0oC9jMwTTZY,https://api.spotify.com/v1/audio-analysis/2LGL71GENQR0oC9jMwTTZY,225493,4
55,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,audio_features,0gzqZ9d1jIKo9psEIthwXe,spotify:track:0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/tracks/0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/audio-analysis/0gzqZ9d1jIKo9psEIthwXe,248400,4
56,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4
